2014/1/28,12,30,20,37,4,27,31,18
2014/1/25,11,38,37,43,5,20,48,6
2014/1/23,10,4,18,21,31,27,5,7
2014/1/21,9,23,20,34,37,49,8,44
2014/1/18,8,28,44,18,17,3,26,38
2014/1/16,7,9,37,18,17,16,15,33
2014/1/14,6,9,11,33,31,34,27,21
2014/1/12,5,36,39,44,16,42,3,17
2014/1/9,4,15,28,4,39,45,16,25
2014/1/7,3,31,9,38,41,16,30,46
2014/1/4,2,31,49,16,32,6,44,43
2014/1/2,1,43,38,1,46,36,49,21
2013/12/31,152,42,40,44,7,12,9,14
2013/12/28,151,32,43,9,42,20,4,5
2013/12/25,150,4,47,45,21,49,25,6
2013/12/22,149,49,18,43,13,41,12,39
2013/12/19,148,4,47,39,31,14,43,27
2013/12/17,147,19,33,1,20,8,15,47
2013/12/14,146,49,38,15,6,46,14,29
2013/12/12,145,34,24,10,19,31,28,27
2013/12/10,144,46,17,30,36,1,8,16
2013/12/7,143,41,24,26,18,44,5,20
2013/12/5,142,26,19,46,16,17,1,29
2013/12/3,141,40,39,17,1,29,24,21
2013/11/30,140,34,2,45,15,42,19,14
2013/11/28,139,3,6,33,34,21,43,9
2013/11/26,138,9,31,44,10,34,12,18
2013/11/23,137,21,41,30,3,20,18,13
2013/11/21,136,6,25,23,8,49,3,4
2013/11/19,135,27,49,35,12,47,44,36
2013/11/16,134,1,43,8,17,39,32,48
2013/11/14,133,8,25,3,34,10,29,32
2013/11/12,132,28,49,19,21,47,18,46
2013/11/10,131,32,13,35,39,42,31,16
2013/11/7,130,9,4,14,26,30,42,21
2013/11/5,129,38,4,42,22,25,37,20
2013/11/2,128,18,8,29,34,19,31,36
2013/10/31,127,43,47,2,29,9,46,21
2013/10/29,126,25,34,47,22,1,20,17
2013/10/26,125,38,48,47,6,30,15,40
2013/10/24,124,10,24,44,43,9,22,30
2013/10/22,123,34,49,36,9,5,41,26
2013/10/19,122,31,1,44,47,41,10,18
2013/10/17,121,1,45,35,24,44,11,49
2013/10/15,120,20,41,33,4,46,27,12
2013/10/13,119,42,48,24,28,37,35,38
2013/10/10,118,16,9,8,38,17,11,20
2013/10/8,117,7,3,27,1,6,15,30
2013/10/5,116,9,31,29,4,6,36,20
2013/10/3,115,26,32,14,41,35,17,15
2013/9/30,114,43,44,40,1,11,29,4
2013/9/28,113,33,39,49,43,48,40,34
2013/9/26,112,11,6,9,3,28,7,34
2013/9/24,111,26,13,25,30,29,39,19
2013/9/21,110,47,39,22,35,25,36,31
2013/9/19,109,45,18,3,49,15,26,41
2013/9/16,108,39,22,47,31,45,17,49
2013/9/14,107,39,29,47,40,21,6,33
2013/9/12,106,14,48,31,26,1,28,36
2013/9/10,105,49,39,12,19,8,48,17
2013/9/7,104,28,30,18,7,17,10,6
2013/9/5,103,49,7,29,22,1,28,37
2013/9/3,102,21,39,35,26,25,33,17
2013/8/31,101,42,3,6,17,18,43,36
2013/8/29,100,38,28,35,25,47,24,16
2013/8/27,99,14,9,29,36,30,32,20
2013/8/24,98,20,10,6,15,14,3,33
2013/8/22,97,1,41,16,49,25,33,46
2013/8/20,96,15,31,14,13,46,48,36
2013/8/17,95,30,14,9,32,31,49,1
2013/8/15,94,42,31,22,10,26,16,23
2013/8/13,93,41,6,42,49,31,1,44
2013/8/10,92,3,30,41,20,44,10,31
2013/8/8,91,13,26,25,23,15,29,9
2013/8/6,90,44,11,32,4,15,19,42
2013/8/3,89,23,12,6,5,39,38,48
2013/8/1,88,8,22,6,20,10,19,42
2013/7/30,87,33,44,42,31,12,8,49
2013/7/27,86,7,28,1,3,36,22,21
2013/7/25,85,49,34,23,27,20,32,30
2013/7/23,84,32,28,17,8,6,22,20
2013/7/21,83,26,33,17,3,20,47,34
2013/7/18,82,14,46,36,18,28,32,44
2013/7/16,81,3,18,19,37,47,20,25
2013/7/13,80,7,32,18,14,23,46,42
2013/7/11,79,38,45,39,14,28,26,8
2013/7/9,78,1,15,46,38,4,40,49
2013/7/6,77,43,29,6,9,47,27,17
2013/7/2,76,45,28,19,43,33,7,13
2013/6/29,75,34,1,26,4,37,3,14
2013/6/27,74,47,48,16,37,34,42,17
2013/6/25,73,35,40,20,38,17,29,22
2013/6/22,72,23,40,42,25,46,34,39
2013/6/20,71,29,46,11,31,14,16,30
2013/6/18,70,9,47,22,31,45,23,39
2013/6/15,69,42,27,29,14,45,9,44
2013/6/13,68,43,11,3,32,26,35,1
2013/6/11,67,1,35,40,39,21,14,5
2013/6/9,66,44,42,15,22,24,18,28
2013/6/6,65,48,10,16,32,28,20,30
2013/6/4,64,40,9,48,26,17,36,2
2013/6/1,63,27,1,23,36,49,45,7
2013/5/30,62,22,17,27,36,46,15,23
2013/5/28,61,1,6,5,25,4,9,27
2013/5/25,60,25,10,40,3,8,26,38
2013/5/23,59,47,12,24,49,45,27,6
2013/5/21,58,11,16,31,18,23,12,36
2013/5/19,57,43,48,4,24,30,14,34
2013/5/16,56,48,7,42,32,27,18,17
2013/5/14,55,44,2,16,19,47,11,27
2013/5/12,54,16,20,1,11,6,25,22
2013/5/9,53,14,34,16,12,15,22,13
2013/5/7,52,29,14,37,9,5,24,36
2013/5/4,51,29,40,44,10,1,49,33
2013/5/2,50,31,28,5,1,44,46,14
2013/4/30,49,18,4,49,30,31,24,36
2013/4/27,48,26,7,23,16,4,28,9
2013/4/25,47,22,17,14,38,15,48,19
2013/4/23,46,7,41,35,29,23,20,6
2013/4/21,45,9,15,10,40,33,49,48
2013/4/18,44,39,4,22,5,14,17,9
2013/4/16,43,21,27,15,43,38,11,48
2013/4/13,42,47,8,46,40,16,29,18
2013/4/11,41,11,20,24,18,49,29,2
2013/4/9,40,28,35,43,2,3,25,39
2013/4/6,39,16,41,10,12,48,29,25
2013/4/4,38,27,2,7,11,17,15,4
2013/4/2,37,46,33,2,31,4,9,5
2013/3/30,36,25,6,34,43,19,4,17
2013/3/28,35,38,17,44,31,12,45,43
2013/3/26,34,40,26,35,15,44,10,11
2013/3/23,33,17,6,9,33,42,25,27
2013/3/21,32,13,4,42,39,1,22,34
2013/3/19,31,15,34,29,12,28,3,8
2013/3/16,30,31,9,41,47,45,6,18
2013/3/14,29,46,4,16,17,3,15,12
2013/3/12,28,17,30,38,15,45,13,4
2013/3/9,27,43,9,40,18,24,34,28
2013/3/7,26,8,24,35,41,9,39,2
2013/3/5,25,36,6,4,43,8,35,5
2013/3/3,24,8,31,39,7,35,26,37
2013/2/28,23,26,10,28,30,11,23,17
2013/2/26,22,36,16,4,15,1,18,21
2013/2/23,21,36,19,35,30,12,23,15
2013/2/21,20,32,14,22,21,11,49,7
2013/2/19,19,19,18,32,44,40,5,34
2013/2/16,18,30,3,12,35,37,38,18
2013/2/14,17,27,16,24,48,11,36,47
2013/2/9,16,47,46,4,35,10,8,32
2013/2/7,15,33,12,18,3,22,8,37
2013/2/5,14,31,45,19,5,32,34,13
2013/2/3,13,2,47,48,23,39,17,22
2013/1/31,12,22,16,46,35,38,27,32
2013/1/29,11,8,36,44,26,47,20,28
2013/1/26,10,29,48,45,42,2,41,5
2013/1/24,9,1,49,9,3,2,20,24
2013/1/22,8,22,20,4,37,2,30,1
2013/1/19,7,31,3,19,21,12,48,26
2013/1/17,6,43,44,2,25,8,14,11
2013/1/15,5,24,31,27,3,4,7,13
2013/1/13,4,6,3,31,49,19,21,7
2013/1/10,3,2,45,41,9,24,34,48
2013/1/8,2,14,19,29,49,21,20,7
2013/1/3,1,48,46,33,32,25,17,39
2012/12/31,152,6,48,30,5,25,32,45
2012/12/29,151,1,11,33,6,39,9,40
2012/12/27,150,47,29,7,44,4,39,23
2012/12/25,149,24,46,18,49,23,12,14
2012/12/23,148,9,27,34,28,32,43,2
2012/12/20,147,36,40,4,34,25,12,49
2012/12/18,146,21,8,14,41,48,45,34
2012/12/15,145,18,28,41,33,21,47,48
2012/12/13,144,42,47,9,6,29,31,14
2012/12/11,143,42,49,15,2,28,41,24
2012/12/8,142,47,22,34,15,30,33,38
2012/12/6,141,1,41,43,6,38,45,48
2012/12/4,140,10,18,11,37,47,7,4
2012/12/1,139,36,10,17,38,27,16,47
2012/11/29,138,13,32,28,17,26,34,6
2012/11/27,137,47,8,21,20,34,24,10
2012/11/24,136,4,15,2,3,40,23,13
2012/11/22,135,49,9,22,26,30,44,31
2012/11/20,134,45,2,11,20,37,47,13
2012/11/17,133,12,7,24,39,43,48,30
2012/11/15,132,46,20,36,41,18,48,21
2012/11/13,131,29,5,30,26,25,3,31
2012/11/11,130,26,45,47,35,28,9,25
2012/11/8,129,47,26,37,44,31,15,43
2012/11/6,128,37,39,6,28,8,1,42
2012/11/3,127,36,33,46,12,1,48,41
2012/11/1,126,18,34,28,24,42,15,2
2012/10/30,125,40,1,28,34,20,30,19
2012/10/27,124,34,36,26,28,30,39,1
2012/10/25,123,40,17,43,23,41,8,28
2012/10/23,122,11,29,45,47,28,41,21
2012/10/20,121,31,4,19,44,34,37,6
2012/10/18,120,10,6,4,16,29,14,26
2012/10/16,119,35,27,9,44,39,17,40
2012/10/13,118,26,5,11,33,41,6,4
2012/10/11,117,46,18,40,11,1,3,35
2012/10/9,116,21,22,36,15,27,17,16
2012/10/7,115,1,10,47,29,12,13,9
2012/10/2,114,33,12,37,24,44,25,13
2012/9/29,113,2,17,26,16,8,20,32
2012/9/27,112,17,3,40,15,10,1,28
2012/9/25,111,1,28,17,4,32,20,47
2012/9/22,110,2,49,38,35,33,13,40
2012/9/18,109,27,15,43,38,42,26,39
2012/9/15,108,27,18,7,21,48,6,42
2012/9/13,107,16,22,42,31,20,48,43
2012/9/11,106,11,41,25,27,4,39,43
2012/9/9,105,4,15,27,34,7,12,37
2012/9/6,104,6,38,43,13,41,33,29
2012/9/4,103,45,43,24,20,36,34,3
2012/9/1,102,21,19,12,15,9,47,38
2012/8/30,101,21,11,26,34,7,15,38
2012/8/28,100,17,7,49,29,24,47,45
2012/8/25,99,21,47,38,7,22,3,27
2012/8/23,98,15,13,25,45,28,47,5
2012/8/21,97,36,1,12,38,7,17,48
2012/8/18,96,7,10,32,34,22,48,45
2012/8/16,95,19,5,23,6,13,34,8
2012/8/14,94,47,34,16,37,13,2,28
2012/8/11,93,5,42,41,31,11,12,16
2012/8/9,92,22,13,20,46,10,42,48
2012/8/7,91,2,40,9,13,46,44,10
2012/8/4,90,42,20,49,15,8,41,12
2012/8/2,89,49,9,11,12,22,28,7
2012/7/31,88,2,35,23,16,47,10,1
2012/7/28,87,18,44,45,25,38,40,5
2012/7/26,86,22,11,44,24,9,13,32
2012/7/24,85,22,23,15,45,11,10,31
2012/7/21,84,19,23,7,45,34,30,13
2012/7/19,83,30,46,34,20,9,35,29
2012/7/17,82,24,30,11,8,49,17,3
2012/7/14,81,24,2,6,41,46,16,27
2012/7/12,80,40,33,44,2,39,13,43
2012/7/10,79,7,4,13,28,49,36,3
2012/7/7,78,22,46,4,1,5,44,37
2012/7/5,77,2,24,3,26,11,27,44
2012/7/3,76,6,12,14,31,10,38,20
2012/6/30,75,10,37,32,28,13,41,1
2012/6/28,74,3,36,19,27,6,14,24
2012/6/26,73,6,19,26,37,28,49,47
2012/6/23,72,34,9,40,14,17,48,39
2012/6/21,71,35,2,8,5,13,17,28
2012/6/19,70,42,48,26,10,13,40,24
2012/6/16,69,7,29,4,6,13,2,9
2012/6/12,68,30,16,36,14,7,25,32
2012/6/10,67,8,44,37,15,18,39,6
2012/6/7,66,39,17,4,48,20,29,9
2012/6/5,65,43,21,34,10,26,35,37
2012/6/2,64,43,19,47,20,9,14,37
2012/5/31,63,9,4,39,47,24,31,38
2012/5/29,62,18,8,31,37,22,20,46
2012/5/26,61,9,20,10,38,49,22,7
2012/5/24,60,2,5,8,40,29,47,34
2012/5/22,59,8,1,26,32,22,37,41
2012/5/20,58,41,23,47,26,17,3,33
2012/5/17,57,27,1,10,15,37,21,40
2012/5/15,56,23,14,33,5,22,16,32
2012/5/13,55,21,30,34,45,39,16,4
2012/5/10,54,17,23,46,32,34,13,41
2012/5/8,53,33,9,4,17,34,10,35
2012/5/5,52,4,17,11,49,29,39,8
2012/5/3,51,46,2,47,49,28,20,3
2012/5/1,50,32,33,19,26,5,17,22
2012/4/28,49,20,19,17,11,29,32,38
2012/4/26,48,17,30,11,7,22,10,14
2012/4/24,47,28,17,29,34,31,1,45
2012/4/22,46,3,41,21,11,42,1,2
2012/4/19,45,41,5,12,13,37,20,23
2012/4/17,44,7,6,17,46,35,19,4
2012/4/14,43,3,40,15,20,32,19,25
2012/4/12,42,16,2,25,28,17,11,41
2012/4/10,41,4,47,11,16,42,26,6
2012/4/7,40,24,49,3,14,22,34,44
2012/4/5,39,17,45,13,15,18,41,14
2012/4/3,38,46,21,47,28,20,44,42
2012/3/31,37,33,44,30,11,19,37,18
2012/3/29,36,21,28,16,10,31,29,8
2012/3/27,35,25,17,43,2,7,30,38
2012/3/24,34,49,23,35,32,3,43,34
2012/3/22,33,2,47,38,48,49,35,41
2012/3/20,32,46,13,44,29,11,18,37
2012/3/17,31,18,13,23,4,45,6,15
2012/3/15,30,34,28,49,4,31,48,6
2012/3/13,29,7,26,43,47,8,48,12
2012/3/11,28,42,23,48,33,39,10,34
2012/3/8,27,3,36,35,5,17,9,43
2012/3/6,26,7,36,33,28,3,31,32
2012/3/3,25,1,4,8,28,21,3,5
2012/3/1,24,31,40,34,30,47,25,13
2012/2/28,23,24,8,37,49,28,9,47
2012/2/25,22,49,26,27,14,24,12,22
2012/2/23,21,47,22,15,5,1,43,37
2012/2/21,20,49,1,15,35,11,12,17
2012/2/18,19,5,16,41,46,12,17,15
2012/2/16,18,25,44,4,12,42,18,8
2012/2/14,17,37,10,14,49,39,21,25
2012/2/12,16,39,34,9,41,33,7,48
2012/2/9,15,12,33,34,20,3,41,43
2012/2/7,14,11,30,41,45,16,34,47
2012/2/4,13,6,20,27,12,16,38,7
2012/2/2,12,45,14,20,38,46,21,47
2012/1/31,11,29,42,46,28,27,22,49
2012/1/26,10,10,34,3,11,29,17,15
2012/1/22,9,20,47,10,18,14,34,41
2012/1/19,8,18,14,2,39,25,1,31
2012/1/17,7,36,24,44,16,35,23,1
2012/1/14,6,36,10,24,13,20,29,14
2012/1/12,5,44,36,27,48,15,32,47
2012/1/10,4,26,31,35,20,3,32,12
2012/1/7,3,31,3,7,32,10,35,30
2012/1/5,2,33,48,11,46,9,43,2
2012/1/3,1,31,5,12,37,45,34,10
2011/12/31,154,27,3,44,40,2,49,38
2011/12/29,153,39,23,7,21,10,29,1
2011/12/26,152,30,8,37,48,38,31,5
2011/12/24,151,27,17,24,4,1,43,41
2011/12/22,150,49,37,5,18,16,28,24
2011/12/20,149,43,31,26,29,49,37,2
2011/12/18,148,1,38,35,23,2,46,5
2011/12/15,147,21,29,43,47,9,34,32
2011/12/13,146,40,36,38,3,25,32,31
2011/12/10,145,3,42,21,25,14,27,34
2011/12/8,144,20,28,22,36,48,5,1
2011/12/6,143,5,1,11,2,43,6,25
2011/12/3,142,18,37,3,2,9,23,31
2011/12/1,141,22,33,1,8,28,3,5
2011/11/29,140,13,6,42,40,37,3,29
2011/11/26,139,39,33,47,42,22,4,14
2011/11/24,138,35,3,41,38,5,19,32
2011/11/22,137,24,43,21,47,31,7,5
2011/11/19,136,14,22,13,10,47,12,21
2011/11/17,135,3,44,42,23,6,24,35
2011/11/15,134,14,30,26,25,11,7,29
2011/11/12,133,17,33,42,10,29,48,35
2011/11/10,132,4,37,49,20,7,9,33
2011/11/8,131,30,23,34,2,40,42,48
2011/11/6,130,3,16,11,1,7,34,49
2011/11/3,129,3,1,34,44,41,21,43
2011/11/1,128,19,8,21,15,24,44,10
2011/10/29,127,12,15,17,39,5,18,47
2011/10/27,126,46,48,22,1,43,9,49
2011/10/25,125,26,35,22,29,27,17,44
2011/10/22,124,1,11,20,18,26,30,47
2011/10/20,123,32,16,34,23,35,2,40
2011/10/18,122,23,37,48,9,4,47,14
2011/10/15,121,37,41,11,24,43,28,13
2011/10/13,120,33,30,40,28,2,8,23
2011/10/11,119,33,25,6,22,2,39,46
2011/10/8,118,24,37,41,4,8,26,33
2011/10/4,117,39,1,37,9,4,15,47
2011/10/2,116,37,22,41,9,14,45,5
2011/9/27,115,37,4,23,22,49,40,13
2011/9/24,114,34,40,16,18,28,6,38
2011/9/22,113,39,44,10,8,27,19,6
2011/9/20,112,40,10,47,48,27,33,13
2011/9/17,111,14,6,43,25,35,12,42
2011/9/15,110,49,29,13,41,5,7,25
2011/9/13,109,46,16,28,13,19,11,22
2011/9/10,108,49,19,15,36,44,45,16
2011/9/8,107,44,30,39,18,14,22,32
2011/9/6,106,21,44,7,4,23,1,17
2011/9/4,105,22,21,4,46,18,39,29
2011/9/2,104,44,49,33,34,2,29,42
2011/8/30,103,48,46,49,9,15,24,6
2011/8/27,102,10,9,27,29,19,45,30
2011/8/25,101,25,28,10,20,6,17,2
2011/8/23,100,41,24,25,36,11,45,40
2011/8/20,99,15,47,17,13,26,23,1
2011/8/18,98,45,17,43,14,5,49,12
2011/8/16,97,22,38,9,10,8,5,7
2011/8/13,96,31,23,11,49,37,18,10
2011/8/11,95,37,35,6,25,7,4,48
2011/8/9,94,48,5,25,45,11,6,34
2011/8/6,93,42,30,45,9,34,31,24
2011/8/4,92,25,32,34,2,11,39,31
2011/8/2,91,24,21,11,47,25,14,36
2011/7/30,90,46,47,6,45,44,29,30
2011/7/28,89,47,30,42,11,36,21,34
2011/7/26,88,35,26,15,34,41,25,10
2011/7/24,87,37,29,8,48,27,7,21
2011/7/21,86,30,28,26,49,6,18,22
2011/7/19,85,3,31,10,40,43,41,20
2011/7/16,84,11,20,31,48,49,17,35
2011/7/14,83,48,11,33,37,45,13,36
2011/7/12,82,41,16,28,33,18,45,29
2011/7/9,81,10,48,1,13,42,11,15
2011/7/7,80,35,10,29,40,14,46,30
2011/7/5,79,9,32,16,28,30,22,37
2011/7/2,78,35,31,34,5,13,33,27
2011/6/30,77,48,40,49,20,10,46,13
2011/6/28,76,15,17,4,45,43,47,38
2011/6/25,75,23,30,24,4,34,45,19
2011/6/23,74,2,32,15,27,49,43,42
2011/6/21,73,47,10,32,21,16,9,38
2011/6/18,72,38,44,14,49,48,16,39
2011/6/16,71,4,44,12,47,48,26,2
2011/6/14,70,48,39,19,13,22,12,46
2011/6/12,69,44,13,4,35,17,1,22
2011/6/9,68,5,42,6,3,39,15,35
2011/6/7,67,49,24,42,22,33,36,38
2011/6/4,66,46,33,36,49,7,8,18
2011/6/2,65,47,23,39,7,2,18,17
2011/5/31,64,4,24,10,1,30,39,8
2011/5/28,63,38,7,43,44,13,34,10
2011/5/26,62,48,5,6,37,44,22,23
2011/5/24,61,48,39,33,20,11,31,4
2011/5/22,60,45,36,47,17,22,15,35
2011/5/20,59,48,32,15,18,30,13,8
2011/5/17,58,35,49,12,27,46,14,31
2011/5/14,57,4,22,15,33,10,35,48
2011/5/12,56,4,45,9,39,25,28,30
2011/5/8,55,29,14,26,10,39,41,6
2011/5/5,54,5,32,48,20,15,6,22
2011/5/3,53,34,2,23,38,13,3,5
2011/4/30,52,30,34,23,10,29,9,36
2011/4/28,51,30,6,49,1,15,33,3
2011/4/26,50,30,25,29,15,11,49,47
2011/4/23,49,43,26,30,31,2,4,38
2011/4/21,48,26,22,9,1,6,10,35
2011/4/19,47,22,20,18,1,46,8,28
2011/4/16,46,17,16,1,36,26,31,45
2011/4/14,45,12,14,37,23,39,32,28
2011/4/12,44,9,2,4,31,12,21,10
2011/4/10,43,10,34,24,6,47,37,12
2011/4/7,42,26,21,31,43,5,1,22
